zip_code,region,urban_type,avg_summer_temp_f,extreme_heat_days_annual,poverty_rate_pct,ac_access_pct,pct_65_plus,heat_hazard_index,risk_score,risk_flag,priority_tier,recommended_action
10078,Southeast,Inner Suburb,111.03923905696652,16.02757577099982,24.462310781879548,82.22982285616341,12.206343054597738,4.278301187086603,0.983,1,Critical,Immediate action — coordinate emergency cooling and health services
12361,Southeast,Outer Suburb,98.53223553419716,44.20973724135822,10.051101440544816,63.62947850185982,8.565600668361776,7.915612735576741,0.982,1,Critical,Immediate action — coordinate emergency cooling and health services
11549,Midwest,Urban Core,97.25947580887646,17.876187264559142,23.238381050234068,85.74420835857156,23.778677424995703,5.704005855708035,0.982,1,Critical,Immediate action — coordinate emergency cooling and health services
11142,Southwest,Inner Suburb,96.47554002509617,39.67431518281402,27.53615277329129,99.0,18.423839866720208,2.355847340285963,0.982,1,Critical,Immediate action — coordinate emergency cooling and health services
10301,Midwest,Rural,93.38426576220452,48.68909572718324,26.367389634337204,75.06431090570669,26.17065896040457,4.265878618282894,0.982,1,Critical,Immediate action — coordinate emergency cooling and health services
11639,West,Inner Suburb,97.27667866302689,36.452295329352765,12.37647740902628,49.510751005067135,18.62833232580917,7.494395401971743,0.981,1,Critical,Immediate action — coordinate emergency cooling and health services
10851,Southwest,Inner Suburb,88.17121925974764,31.36433091260593,17.485496436327125,35.06711922571439,22.445232128843344,4.838763400775444,0.981,1,Critical,Immediate action — coordinate emergency cooling and health services
11434,Northeast,Inner Suburb,115.0,25.317962508900173,40.11125121964901,97.84378754910996,18.01460298192796,3.158074953790938,0.981,1,Critical,Immediate action — coordinate emergency cooling and health services
11999,Southeast,Inner Suburb,94.2568215388452,47.3731691163363,11.52872853253177,70.79899825663155,16.150675310026674,2.989937407191702,0.981,1,Critical,Immediate action — coordinate emergency cooling and health services
10621,Southeast,Urban Core,87.63162804640524,21.480034657939434,26.228140758012916,67.52801108384693,21.302252185493906,3.798514126806685,0.981,1,Critical,Immediate action — coordinate emergency cooling and health services
11143,Midwest,Inner Suburb,112.89607967023382,10.28712196041944,24.95743654183743,93.81626970677333,25.51596147223786,4.621837868028679,0.98,1,Critical,Immediate action — coordinate emergency cooling and health services
10970,Southwest,Urban Core,94.92538514278922,18.53453924671853,26.802501602637932,81.52537209932089,21.585005052353985,1.5983672821182786,0.98,1,Critical,Immediate action — coordinate emergency cooling and health services
10261,West,Urban Core,73.3630753643839,40.82411409922911,19.497064636629805,52.23464281226018,19.42850355958041,4.435048135265475,0.98,1,Critical,Immediate action — coordinate emergency cooling and health services
11193,Midwest,Urban Core,85.60273238998816,35.90712587046053,32.94699425874349,57.52178042585793,16.818587400072797,3.522261693007179,0.98,1,Critical,Immediate action — coordinate emergency cooling and health services
10417,Southeast,Outer Suburb,93.1626443257203,29.167820864330167,9.983765460468303,90.14416673784248,14.640360743195403,4.386100139779494,0.98,1,Critical,Immediate action — coordinate emergency cooling and health services
11307,Southwest,Inner Suburb,90.08667378932785,34.036818049658905,26.260926485066733,69.66695039354099,9.1240620031155,4.8749317708097335,0.98,1,Critical,Immediate action — coordinate emergency cooling and health services
11042,Southeast,Urban Core,91.77810830320146,25.839797058632406,28.641626951663195,60.2841106288356,17.12658837999966,3.732244799889389,0.979,1,Critical,Immediate action — coordinate emergency cooling and health services
11614,Southeast,Outer Suburb,85.90691647204045,35.884478832707295,14.537532159466604,86.10474697904343,18.31765507459893,5.634811984038964,0.979,1,Critical,Immediate action — coordinate emergency cooling and health services
11866,Northeast,Urban Core,115.0,9.585108776102096,25.7775121209138,99.0,26.96577801128308,4.447200207359691,0.979,1,Critical,Immediate action — coordinate emergency cooling and health services
11815,West,Urban Core,81.02282354462197,25.478079538993853,5.972844977363742,69.81640475117538,31.31654050903848,1.3037307854314877,0.979,1,Critical,Immediate action — coordinate emergency cooling and health services
10026,Northeast,Urban Core,109.18330132552768,32.158993671645256,19.39156192670681,59.52796646327046,15.286882188237792,3.0563833874096447,0.979,1,Critical,Immediate action — coordinate emergency cooling and health services
11538,Northeast,Outer Suburb,108.5180470569361,67.23142500793483,14.069877795015785,83.01513951351421,3.0,4.488910109251231,0.979,1,Critical,Immediate action — coordinate emergency cooling and health services
11442,Southwest,Urban Core,95.10756792416684,47.34093507231576,8.449029157029221,64.64766069311196,24.30131770998402,3.0382774380525577,0.978,1,Critical,Immediate action — coordinate emergency cooling and health services
12116,Southeast,Outer Suburb,115.0,10.935748488710198,39.79095709688974,88.44373826259032,13.376784199933258,6.2856850064977,0.978,1,Critical,Immediate action — coordinate emergency cooling and health services
10357,Midwest,Urban Core,75.48971863461745,29.80888433394725,23.729455481115902,57.23052177395492,16.39759280698807,5.515750030000163,0.978,1,Critical,Immediate action — coordinate emergency cooling and health services
11360,West,Outer Suburb,95.29478590349612,12.83599880084709,36.49018884140554,59.61070339942981,29.80204606227276,5.283963943799527,0.978,1,Critical,Immediate action — coordinate emergency cooling and health services
11683,Southwest,Inner Suburb,83.82969539505252,29.79597720762905,20.223290900986388,69.10859218504841,23.731802230595022,7.149814344019667,0.978,1,Critical,Immediate action — coordinate emergency cooling and health services
11693,Northeast,Outer Suburb,93.48438831532944,9.062474771964313,37.044676389271935,52.987279067444135,11.35220771000667,7.171668228658799,0.977,1,Critical,Immediate action — coordinate emergency cooling and health services
10262,Northeast,Outer Suburb,86.32642380968728,13.010453452379146,21.002067479629588,86.3170897967992,16.513013774688318,1.0825939706009116,0.977,1,Critical,Immediate action — coordinate emergency cooling and health services
10279,Southwest,Urban Core,95.1372925093804,3.204615647891411,25.90379478009516,55.53545374076906,30.27957316888154,6.481582826733998,0.977,1,Critical,Immediate action — coordinate emergency cooling and health services
12028,Southeast,Inner Suburb,96.708560532031,52.88855720087426,18.991605753980483,46.1726383045978,16.95714998090052,8.052560980622504,0.977,1,Critical,Immediate action — coordinate emergency cooling and health services
10138,Southeast,Rural,92.60393229728872,12.812319406319704,38.12650275349824,66.33585626670279,18.47658508585108,3.523661453170898,0.976,1,Critical,Immediate action — coordinate emergency cooling and health services
11287,Southeast,Inner Suburb,96.4951846625882,30.97033250695887,18.14324278235589,64.94371503158263,34.269395253696004,4.291952684317959,0.976,1,Critical,Immediate action — coordinate emergency cooling and health services
12114,Southwest,Urban Core,85.89411512592127,23.89733492257496,23.844120824459555,74.81208179031712,16.964819310642575,1.9460018641777008,0.976,1,Critical,Immediate action — coordinate emergency cooling and health services
11845,Southeast,Inner Suburb,108.3069471370756,25.11695632105402,22.771396313258844,52.81237546314223,12.399148582539809,7.476058391489912,0.976,1,Critical,Immediate action — coordinate emergency cooling and health services
10274,Midwest,Inner Suburb,107.27976923874346,25.91373474612397,31.09152557326603,92.43105003054076,23.87596998987093,3.8315418084468416,0.976,1,Critical,Immediate action — coordinate emergency cooling and health services
11612,Midwest,Urban Core,84.23711752976654,40.72760213010774,23.971931785925378,88.03354922023252,21.711656656451265,3.4817047574355984,0.975,1,Critical,Immediate action — coordinate emergency cooling and health services
10027,Midwest,Rural,100.48773353107056,25.876577511879614,8.456544493804973,70.17616797326015,18.04006784865206,1.7199323095348948,0.975,1,Critical,Immediate action — coordinate emergency cooling and health services
11904,Southwest,Rural,115.0,20.93242769727897,25.39797192552651,90.91303091947891,16.52591000175254,3.999746187788222,0.975,1,Critical,Immediate action — coordinate emergency cooling and health services
10313,West,Urban Core,97.42532099700334,16.57476486917927,8.450381722644089,92.83250911975486,7.114920084105089,0.7741466696700854,0.974,1,Critical,Immediate action — coordinate emergency cooling and health services
11215,Southeast,Inner Suburb,115.0,12.648808622978423,6.006695095686172,66.93645328363941,27.90437877123785,6.697740081842143,0.974,1,Critical,Immediate action — coordinate emergency cooling and health services
11841,Southeast,Urban Core,110.17865769456095,11.18613277565509,27.304695376311766,77.78333592913341,16.00287534363147,2.384065861720256,0.974,1,Critical,Immediate action — coordinate emergency cooling and health services
10226,West,Urban Core,96.83651807087124,4.786464038021225,10.40953110429826,64.01330365553528,28.037294967221527,4.902846259224049,0.974,1,Critical,Immediate action — coordinate emergency cooling and health services
10030,Midwest,Outer Suburb,89.17073936564262,29.643719449967428,30.34595096077684,63.62209576106933,9.818625109476711,6.458504545523858,0.973,1,Critical,Immediate action — coordinate emergency cooling and health services
11107,Southwest,Urban Core,82.75985245223866,51.770076772011606,10.26702473676488,83.43645229549111,25.76259985554024,5.364773506488152,0.973,1,Critical,Immediate action — coordinate emergency cooling and health services
10896,Southeast,Outer Suburb,101.21022796838808,15.91222025479122,18.79218024053359,56.36249834099405,24.862379638819696,4.140939271996161,0.973,1,Critical,Immediate action — coordinate emergency cooling and health services
10713,Southeast,Outer Suburb,110.8591441285977,54.45080638173525,24.50746154413518,67.07547658500002,18.834416628057674,6.690554451605831,0.973,1,Critical,Immediate action — coordinate emergency cooling and health services
12149,Southwest,Urban Core,86.12228195726331,24.54081928062732,17.665090305224123,51.55927194090369,34.95917465482954,3.133018675913505,0.972,1,Critical,Immediate action — coordinate emergency cooling and health services
12280,Southeast,Urban Core,83.9549832862822,59.01590332601475,39.686663510416935,72.70142691260732,9.134885323432904,3.7570340663850335,0.972,1,Critical,Immediate action — coordinate emergency cooling and health services
11329,Midwest,Urban Core,115.0,1.1608125397330438,18.09366898901092,76.53595962404856,24.747737966645545,6.801355436970572,0.972,1,Critical,Immediate action — coordinate emergency cooling and health services
11488,Southeast,Inner Suburb,76.76740291557783,13.79896381557982,31.224515440135065,70.5375917825836,26.869541549988966,8.230133850344032,0.972,1,Critical,Immediate action — coordinate emergency cooling and health services
10553,Midwest,Urban Core,105.12852505366588,4.477465745119338,24.74234071108688,88.03157043512898,16.631969272417738,5.048974012597119,0.972,1,Critical,Immediate action — coordinate emergency cooling and health services
11342,West,Inner Suburb,104.42545167593042,15.058024080023872,14.96347858780292,81.27385809430295,8.993709750800651,2.732723346190697,0.972,1,Critical,Immediate action — coordinate emergency cooling and health services
11985,Northeast,Outer Suburb,86.99986980831812,43.119946228840746,21.35982159426572,83.19734135875308,15.140459056823422,6.704287749975104,0.972,1,Critical,Immediate action — coordinate emergency cooling and health services
11317,Southwest,Outer Suburb,109.2710827668338,15.59738451371174,18.76645685435428,53.32658849039739,21.397844103925035,2.7903609060462835,0.972,1,Critical,Immediate action — coordinate emergency cooling and health services
10770,Northeast,Urban Core,89.91563342420793,23.57447526126284,34.862474773160855,76.54999828343945,20.777359795239956,3.382434732225534,0.971,1,Critical,Immediate action — coordinate emergency cooling and health services
12444,Southeast,Outer Suburb,84.70721719316612,40.41734040099718,17.831826280852894,53.025512173826726,9.802790367900345,5.768392048445855,0.971,1,Critical,Immediate action — coordinate emergency cooling and health services
11706,Midwest,Inner Suburb,102.3735570214944,10.157397271788582,28.317235598316778,69.3190536403699,21.18687703851904,4.059136412052041,0.971,1,Critical,Immediate action — coordinate emergency cooling and health services
11519,West,Urban Core,92.91579997698844,25.571876627452447,14.126055047024602,51.96781374172439,6.887883974453086,4.726061606037101,0.971,1,Critical,Immediate action — coordinate emergency cooling and health services
12303,Southeast,Urban Core,90.97345971301333,8.015389134562273,20.352817374445305,86.90004701883765,9.847807977921107,5.267246388278518,0.971,1,Critical,Immediate action — coordinate emergency cooling and health services
12256,Midwest,Urban Core,81.41415893164955,31.267320639060948,9.35149630215734,65.1256729718287,19.426143221211383,6.007956868199361,0.971,1,Critical,Immediate action — coordinate emergency cooling and health services
11663,Midwest,Inner Suburb,87.64700245284833,37.43529354057603,32.87592086732299,54.32272408259146,18.81693926210397,6.042065558506407,0.971,1,Critical,Immediate action — coordinate emergency cooling and health services
10659,Midwest,Urban Core,96.2497299100831,35.99792689459669,20.79428004012773,92.82841085876012,15.70500983196122,8.27908712597428,0.971,1,Critical,Immediate action — coordinate emergency cooling and health services
10870,Southeast,Urban Core,92.91341489336334,52.78980422195743,14.312625320778247,64.33401898982856,11.619846604100564,4.656472271003812,0.971,1,Critical,Immediate action — coordinate emergency cooling and health services
10115,West,Urban Core,90.38362917417432,19.897718209012897,24.67981001910301,84.88122793088787,22.583838191600066,5.171864466304558,0.971,1,Critical,Immediate action — coordinate emergency cooling and health services
11918,Southeast,Inner Suburb,99.92086956624594,33.20835059761254,23.49624801316984,77.71779673114202,15.762180677785338,3.197044359175837,0.971,1,Critical,Immediate action — coordinate emergency cooling and health services
11437,Southwest,Urban Core,78.31443312913322,36.45753697566749,29.041080339254,65.76337764462218,23.00473499277704,2.972118261273338,0.97,1,Critical,Immediate action — coordinate emergency cooling and health services
10566,Southeast,Urban Core,92.89315811380447,10.362996637407177,18.51419862825556,44.873185360275336,14.116222801387051,4.193801707521564,0.97,1,Critical,Immediate action — coordinate emergency cooling and health services
10946,Northeast,Outer Suburb,87.72995050878464,28.588554759109623,20.69619134875578,57.96409672150001,12.962638673613425,8.09521304698521,0.97,1,Critical,Immediate action — coordinate emergency cooling and health services
11861,Southwest,Outer Suburb,106.82678238640388,20.120666639038483,34.50173096641646,92.6561545777568,19.62380208753043,1.5105274694170738,0.969,1,Critical,Immediate action — coordinate emergency cooling and health services
11119,Northeast,Urban Core,97.56294153385768,59.55849146396844,27.437093034782126,81.79860712723709,7.039021520530998,7.732003731099549,0.969,1,Critical,Immediate action — coordinate emergency cooling and health services
12039,Southeast,Urban Core,104.47908028633664,5.353421876478651,18.487277744242228,95.2304768201018,16.012098959939745,2.7569188543303715,0.969,1,Critical,Immediate action — coordinate emergency cooling and health services
12002,West,Urban Core,90.91460766222244,10.17195810176009,24.736034786795656,80.20206356203116,17.891863796539404,5.809302552983366,0.969,1,Critical,Immediate action — coordinate emergency cooling and health services
11002,West,Rural,105.97764482945004,28.83712223251337,20.637570483621232,68.89109600501892,15.726379884519178,8.604892303007315,0.969,1,Critical,Immediate action — coordinate emergency cooling and health services
11194,Northeast,Inner Suburb,90.75409057601932,29.02522318336183,27.02638852306044,91.2849974173141,18.69624708187759,5.366824951791003,0.969,1,Critical,Immediate action — coordinate emergency cooling and health services
11254,Southwest,Urban Core,97.3532866711245,35.166744197909374,5.747257502535529,42.93394435722456,17.903728315297684,4.1242042720885,0.969,1,Critical,Immediate action — coordinate emergency cooling and health services
10929,Southeast,Inner Suburb,101.32139080216376,27.963129838918384,14.583818735899731,58.68509733827118,24.52751487850757,4.350281338405483,0.968,1,Critical,Immediate action — coordinate emergency cooling and health services
10928,Midwest,Rural,115.0,7.097439447172699,22.77801854892645,60.12894449091964,13.325014345574584,4.465375143563432,0.968,1,Critical,Immediate action — coordinate emergency cooling and health services
11906,West,Rural,73.94258771885295,6.933633286092235,26.46571194746496,45.27873855006254,17.476108647842505,6.739735629431912,0.968,1,Critical,Immediate action — coordinate emergency cooling and health services
11089,Southeast,Urban Core,100.05206032908808,15.371597650978105,13.8757548436327,47.34144605013245,18.0101250156468,5.225198187329879,0.967,1,Critical,Immediate action — coordinate emergency cooling and health services
11285,Midwest,Urban Core,89.99004203543272,8.697430238125587,23.08941928022622,83.23600095547418,17.16631367033993,2.7784001187818026,0.967,1,Critical,Immediate action — coordinate emergency cooling and health services
10748,West,Rural,84.00741971324209,12.73489363748799,24.100838759748164,52.88011449539742,20.67109911226157,4.934404997851363,0.967,1,Critical,Immediate action — coordinate emergency cooling and health services
11646,Northeast,Urban Core,99.23374568850758,8.400982000981708,10.22557003886263,93.4195825430489,10.390534030571384,8.592965511997411,0.967,1,Critical,Immediate action — coordinate emergency cooling and health services
11454,Northeast,Urban Core,87.87553021886798,36.24737971253781,27.456983306223663,98.34559458606576,25.88963678316772,2.899085832999204,0.967,1,Critical,Immediate action — coordinate emergency cooling and health services
12458,Midwest,Urban Core,88.96136548565133,31.95172900041961,30.337331776423152,46.49924454656439,18.9778255271204,3.511175017849781,0.967,1,Critical,Immediate action — coordinate emergency cooling and health services
11704,Southeast,Urban Core,77.70917449864533,46.693505986646585,19.750820247797,72.62823450550637,18.841740572621443,2.918652497200533,0.967,1,Critical,Immediate action — coordinate emergency cooling and health services
12022,West,Rural,101.4169522058632,4.564816934968204,26.92754454471793,63.89601352726089,11.58879062880025,2.274108116928168,0.967,1,Critical,Immediate action — coordinate emergency cooling and health services
10645,West,Inner Suburb,96.02697825589996,27.76778614064527,18.595748947491742,99.0,20.83402724664854,2.813856991257896,0.966,1,Critical,Immediate action — coordinate emergency cooling and health services
10122,Southeast,Inner Suburb,73.09964003871627,36.32340414692704,25.70543014971663,61.17512636592892,11.113333045862737,3.0523078903425374,0.966,1,Critical,Immediate action — coordinate emergency cooling and health services
10481,Southwest,Urban Core,96.35043572420976,22.057784590340464,21.527867483237703,79.52233600067018,18.716953609136617,3.1236966286264383,0.966,1,Critical,Immediate action — coordinate emergency cooling and health services
10761,Southeast,Inner Suburb,91.93574228367468,10.236262407212914,19.10060936675574,79.1288485616925,30.315006377569937,3.4743027936815167,0.966,1,Critical,Immediate action — coordinate emergency cooling and health services
10395,West,Rural,91.03902477699404,7.041794259800915,25.48248366244056,72.61976375692436,14.278510726463914,6.286012470800591,0.966,1,Critical,Immediate action — coordinate emergency cooling and health services
11282,Midwest,Urban Core,115.0,9.41699869591485,8.438306262909762,81.4873542120259,21.407778665817546,5.681026515271846,0.966,1,Critical,Immediate action — coordinate emergency cooling and health services
11728,Southwest,Inner Suburb,114.96898151703824,12.949129624758267,16.74525698705311,53.60266766664422,17.576574929340637,4.82890618781547,0.966,1,Critical,Immediate action — coordinate emergency cooling and health services
10149,Southeast,Inner Suburb,102.04605144725276,29.80588252653266,24.512523568575965,74.10164231145362,6.332124670737233,8.175581700700533,0.966,1,Critical,Immediate action — coordinate emergency cooling and health services
11394,Southeast,Outer Suburb,78.8495906722414,29.38633580710185,22.28232896689472,87.04899349085417,26.11838408396701,6.847935920739603,0.965,1,Critical,Immediate action — coordinate emergency cooling and health services
10144,Southeast,Urban Core,95.31501846812267,7.311545532598067,27.97531084815007,39.25466784516658,20.82188375319727,2.7186953647849594,0.965,1,Critical,Immediate action — coordinate emergency cooling and health services
12281,Southeast,Urban Core,107.5584945930521,4.475557541188054,26.675303921641664,64.72872189511139,19.137115518438595,3.9490162742136032,0.965,1,Critical,Immediate action — coordinate emergency cooling and health services
11020,Southwest,Urban Core,83.51987123144667,65.12656115036629,20.994700793863554,35.98195525152342,3.0,3.459282475027852,0.964,1,Critical,Immediate action — coordinate emergency cooling and health services
11314,Midwest,Urban Core,80.05025185734476,21.506161515399672,15.714069472564256,47.92412508440306,17.78290206741604,8.232643764352915,0.964,1,Critical,Immediate action — coordinate emergency cooling and health services
10165,Southwest,Urban Core,101.27900062993578,14.913211895914548,19.0784207334758,91.12953384193727,12.645300212236137,4.743157365212854,0.964,1,Critical,Immediate action — coordinate emergency cooling and health services
11278,Northeast,Outer Suburb,106.41730047022114,4.363968347647089,19.547318738640357,99.0,21.88499729108062,3.861932191849773,0.964,1,Critical,Immediate action — coordinate emergency cooling and health services
11659,Southeast,Inner Suburb,83.75695775913063,12.38323204173328,30.579980345202973,82.85094797656957,34.21443108465775,0.8078125390535394,0.964,1,Critical,Immediate action — coordinate emergency cooling and health services
10679,West,Outer Suburb,105.7147185476276,34.72460022766592,6.41180137768478,79.0975590580783,20.60921213816662,4.6860146244073,0.964,1,Critical,Immediate action — coordinate emergency cooling and health services
10195,Southeast,Inner Suburb,89.05549033878542,21.767750197699463,19.193868213623904,62.58353953494247,11.790461247715008,7.531593615197253,0.964,1,Critical,Immediate action — coordinate emergency cooling and health services
11817,Southwest,Urban Core,95.23841854061864,16.4842906668804,6.928873263662985,68.7753690622152,15.541065453045066,6.862277805588142,0.964,1,Critical,Immediate action — coordinate emergency cooling and health services
11764,Northeast,Outer Suburb,96.6847147702284,12.19427000876835,27.002265407413432,99.0,17.80681105034863,8.284647184011257,0.963,1,Critical,Immediate action — coordinate emergency cooling and health services
11687,Midwest,Inner Suburb,89.4017685194253,50.69260882323028,20.089408229009084,98.28933135618334,23.812481006001494,4.160850118983376,0.963,1,Critical,Immediate action — coordinate emergency cooling and health services
11607,Southwest,Urban Core,100.9366826678436,13.31023152098421,26.1865363580698,50.07957177527449,15.667358322086285,6.441283351418754,0.963,1,Critical,Immediate action — coordinate emergency cooling and health services
10067,Southwest,Urban Core,92.59992191285488,13.108869333106464,36.44257877618656,76.36501359608329,28.820150217444308,4.026424312149658,0.963,1,Critical,Immediate action — coordinate emergency cooling and health services
10106,Southeast,Urban Core,83.74788648415729,18.63479566052472,21.46180854799575,81.49069960573712,22.692393025346934,7.60663026836654,0.963,1,Critical,Immediate action — coordinate emergency cooling and health services
11074,West,Rural,60.0,16.619725309247713,26.855170510956505,67.47172007490818,26.26299981331068,8.881140325009472,0.962,1,Critical,Immediate action — coordinate emergency cooling and health services
11652,Southeast,Outer Suburb,98.49919054363887,13.881584351244456,5.338604117480527,56.72741475996091,20.287843011974196,4.255535850516347,0.962,1,Critical,Immediate action — coordinate emergency cooling and health services
11065,Southwest,Outer Suburb,90.85329785301204,15.897465013438364,37.53339122939592,65.65284734101319,16.89682994825175,6.87493211861121,0.962,1,Critical,Immediate action — coordinate emergency cooling and health services
10947,West,Outer Suburb,92.63161300854084,22.77976071443748,35.71827753769773,99.0,18.004280993015154,5.117975497210056,0.962,1,Critical,Immediate action — coordinate emergency cooling and health services
12260,Southwest,Inner Suburb,112.50293520182424,20.01311149262658,26.69332718218801,67.0064526186193,13.10969451707015,2.614654516674424,0.962,1,Critical,Immediate action — coordinate emergency cooling and health services
10607,Southeast,Urban Core,82.22716627050784,11.24677419851072,30.373381653345685,59.24933996128702,35.40827898173933,1.7120034592430056,0.961,1,Critical,Immediate action — coordinate emergency cooling and health services
11503,Southeast,Urban Core,82.33734074449278,36.34838953114621,17.55244315841566,63.30377141076677,26.35703575893332,2.936081878477535,0.961,1,Critical,Immediate action — coordinate emergency cooling and health services
12196,Midwest,Inner Suburb,85.52594559352514,38.52430152020415,18.38791575344316,88.93010505164519,12.469004748505148,6.909781272801402,0.961,1,Critical,Immediate action — coordinate emergency cooling and health services
12115,Northeast,Inner Suburb,97.307585366471,14.625328355359452,21.871005581887207,35.46099198370439,25.347818788739,3.121466600659022,0.96,1,Critical,Immediate action — coordinate emergency cooling and health services
10833,Northeast,Urban Core,94.39155791579822,5.511785833769375,28.881899736467723,76.54676422124622,20.065305887829844,4.790115154467783,0.96,1,Critical,Immediate action — coordinate emergency cooling and health services
10594,West,Urban Core,87.60019742757143,7.084546413223011,29.556138967211776,56.22826690140674,21.356180363609575,7.434920317027382,0.96,1,Critical,Immediate action — coordinate emergency cooling and health services
11117,West,Outer Suburb,79.91331949213176,19.663339140333267,7.30089832699973,60.87718161217295,32.73126641257935,4.103701304654577,0.959,1,Critical,Immediate action — coordinate emergency cooling and health services
10284,Midwest,Rural,107.42581408652624,28.51122746420464,1.238402015175354,55.71824330701415,28.022833757857487,2.962178681426757,0.959,1,Critical,Immediate action — coordinate emergency cooling and health services
10734,Southeast,Inner Suburb,93.31322838218632,14.879984905815256,20.629131287402664,62.8165589824894,21.40856696468633,4.451484703795919,0.959,1,Critical,Immediate action — coordinate emergency cooling and health services
12180,Southeast,Urban Core,75.85810394009381,25.330638819596142,46.68617470279133,40.8183577220481,18.07300094923864,6.355039452671881,0.959,1,Critical,Immediate action — coordinate emergency cooling and health services
11411,Northeast,Urban Core,98.947115170068,7.475121568908443,23.43036467473509,66.23774568005449,13.663599429315516,2.4737469478514145,0.959,1,Critical,Immediate action — coordinate emergency cooling and health services
12433,Southeast,Inner Suburb,98.18181851262182,11.69434092094571,11.243341587811583,45.03325912370613,23.20466862229428,4.298573861159108,0.958,1,Critical,Immediate action — coordinate emergency cooling and health services
11604,Northeast,Urban Core,109.43048242218153,17.052845816053722,29.87296856570094,73.82157362561958,16.213555508308602,4.964657849996078,0.958,1,Critical,Immediate action — coordinate emergency cooling and health services
10998,West,Urban Core,92.04714896157012,9.70938045664608,17.14569523601864,57.83890880404576,12.804718740866065,6.164410200919708,0.958,1,Critical,Immediate action — coordinate emergency cooling and health services
10270,Southwest,Urban Core,94.5741253587492,18.93847517999232,27.789012405984,67.43383405245538,12.62337253467619,3.184941522608726,0.958,1,Critical,Immediate action — coordinate emergency cooling and health services
11413,Northeast,Rural,95.7389266723219,4.483434782415091,21.157764736093267,83.5791176191996,14.489266144551824,2.6068614834009467,0.958,1,Critical,Immediate action — coordinate emergency cooling and health services
10838,Midwest,Inner Suburb,88.34900630014222,43.91176393754626,30.731713383851293,84.0213489389122,11.633720307802632,5.019587257476877,0.958,1,Critical,Immediate action — coordinate emergency cooling and health services
11593,Northeast,Rural,115.0,22.640034390679343,20.740239261408774,51.17723796509328,11.397264024221611,7.282603457991933,0.958,1,Critical,Immediate action — coordinate emergency cooling and health services
12015,Southeast,Inner Suburb,92.23096321574008,9.352263784295545,21.594803563486543,90.50008889487675,20.084163523309915,1.483174634440557,0.958,1,Critical,Immediate action — coordinate emergency cooling and health services
12125,Southwest,Outer Suburb,98.16664229927726,9.579098222161049,25.595505901177667,82.71083098833222,23.341607083352777,2.0046604548906304,0.957,1,Critical,Immediate action — coordinate emergency cooling and health services
11590,Southwest,Outer Suburb,100.78609949128123,5.401746391981427,26.722218483314816,94.10520494615366,23.951171922495654,0.6137060871031207,0.957,1,Critical,Immediate action — coordinate emergency cooling and health services
11585,Northeast,Urban Core,85.15652049252343,14.150790957697104,27.234917191910444,97.32948762384665,26.77614135605351,3.200093105416291,0.957,1,Critical,Immediate action — coordinate emergency cooling and health services
12067,Southeast,Urban Core,74.95491839661952,10.897127649189285,18.686742312654417,57.61901772982348,14.569053441724256,3.8742790411308334,0.957,1,Critical,Immediate action — coordinate emergency cooling and health services
